key;title;keywords;abstract;booktitle;year;isbn;reviewers;review_text;pages;author;employer;country
conf/isc2/ToapantaGT16;Analysis to define management of identities access control of security processes for the registration civil from Ecuador.;SVMs|identities access control|ecuador|analysis|security processes;Modi sed numquam consectetur dolore dolor. Dolore velit ipsum est non sit etincidunt est. Porro modi sed etincidunt neque magnam porro. Adipisci est eius sit quaerat sit. Neque labore numquam quiquia modi magnam voluptatem dolor. Est dolore sit porro ut eius ipsum. Sed dolorem numquam est aliquam magnam dolor. Adipisci voluptatem porro sit non consectetur modi neque. Velit modi labore ipsum modi dolor quiquia quisquam. Ut velit amet dolorem sit.;ISC2;2016;1-386-81791-0;Christoph Peters 0002|Matteo Cesana|Sharad Malik;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;5;Jose Antonio Orizaga Trejo;Sichuan Normal University;CN
conf/racs/Lee12;A simple pattern matching algorithm for weighted sequences.;SVMs|Artificial Intelligence|Regression|simple pattern;Dolor magnam etincidunt dolor eius. Aliquam dolore quaerat labore labore est aliquam. Sed modi magnam labore est aliquam. Dolor dolorem voluptatem dolor. Quaerat adipisci consectetur neque.;RACS;2012;0-07-078570-8;Aarti Gupta|Steve Renals|Yong Li 0002;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;16;Inbok Lee;Ambrose Alli University;NG
conf/correctness/LaurentSQ21;The MPI Bugs Initiative: a Framework for MPI Verification Tools Evaluation.;Data Querying|mpi verification tools evaluation|Fintech|mpi bugs initiative|Data Querying;Labore quaerat velit labore. Quiquia modi sit labore. Ipsum ipsum neque neque non tempora quisquam. Numquam neque quaerat modi ipsum numquam sed modi. Dolorem non voluptatem dolor velit.;Correctness@SC;2021;1-83146-659-7;Marie-Claude Frasson|Kenny K. N. Chow|Moumita Saha;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;2;Emmanuelle Saillard;Ecole Supérieure de Chimie Physique Electronique de Lyon;FR
conf/ijcnn/ZhangLSHY21;NIR-VIS Heterogeneous Face Synthesis via Enhanced Asymmetric CycleGAN.;Regression|enhanced asymmetric cyclegan|enhanced asymmetric cyclegan|Semantic Data|Regression;Velit etincidunt numquam modi. Voluptatem quiquia voluptatem ipsum porro sit quiquia. Neque eius numquam adipisci sed sed. Quiquia dolor magnam etincidunt adipisci. Dolore ut ut dolore velit neque eius eius. Aliquam non ipsum velit etincidunt amet ipsum consectetur.;IJCNN;2021;0-00-845562-7;Fugen Song|Betsy Schumacker|Dar Ghulam Raza;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;26;Bo Sun 0006;University of Tripoli;LY
conf/cacic/MolinaHM18;D3CAS: Distributed Clustering Algorithm Applied to Short-Text Stream Processing.;Data Querying|Regression|d3cas|d3cas|short-text stream processing;Est porro ipsum numquam velit. Amet velit dolor neque consectetur porro amet. Dolore ipsum eius magnam. Ut ipsum dolore sit. Tempora quiquia etincidunt adipisci. Sit dolorem neque non ipsum aliquam dolore.;CACIC;2018;0-481-40686-7;Yang Li|Kihyun Choo|Jeremy K. Hodges;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;7;Augusto Villa Monte;Texas Tech University Health Science Center;US
conf/wsc/ShaoA0JM0QS0YYZ21;Simulating Online Social Response: A Stimulus/Response Perspective.;social response|simulating online|simulating online|Artificial Intelligence|Artificial Intelligence;Est sit est neque sed consectetur quiquia. Quisquam aliquam dolorem neque ut etincidunt. Dolor labore sed modi. Magnam ut dolor quaerat velit dolorem numquam. Est dolor sed porro eius sed consectetur. Ipsum aliquam dolore dolore aliquam amet.;WSC;2021;1-69317-066-3;Eiji Uchibe|Michal Kaszuba|Jouni Hiltunen;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;22;Aamir Mandviwalla;Ecole Supérieure de Physique et de Chimie Industrielles;FR
conf/depcos/Tylman13;Native Support for Modbus RTU Protocol in Snort Intrusion Detection System.;Graph Theory|Graph Theory|Semantic Data|Semantic Data|Semantic Data;Est quaerat aliquam quiquia ipsum quisquam. Dolorem labore dolor voluptatem amet. Porro quaerat sit ipsum quisquam amet. Tempora porro sed sed neque amet quiquia non. Ut etincidunt modi amet. Est aliquam ut adipisci sit quiquia quaerat. Ut velit porro magnam consectetur velit aliquam.;DepCoS-RELCOMEX;2013;1-4106-4535-5;Shubo Liu|Hung-I Pai|Hung-Shiang Chuang;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;17;Wojciech Tylman;St. Mary's University of Minnesota;US
conf/icassp/InSK98;JPEG compliant efficient progressive image coding.;Big Data|Big Data|efficient progressive image|efficient progressive image|efficient progressive image;Quiquia velit porro quisquam dolore ut. Amet magnam amet velit dolor. Sed eius velit tempora labore sed. Quaerat dolor quaerat porro modi ut. Dolorem adipisci aliquam neque est. Quisquam aliquam etincidunt ipsum amet dolor modi quisquam. Dolore etincidunt aliquam ipsum porro. Eius modi quisquam voluptatem quaerat est ut. Adipisci dolor dolore non modi est sit aliquam.;ICASSP;1998;1-00-235921-X;Vittorio Castelli|D. Devaraj|Mithilesh Kumar 0002;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Faouzi Kossentini;International Kazakh-Turkish University;KZ
conf/www/SunKNS19;Debiasing the Human-Recommender System Feedback Loop in Collaborative Filtering.;feedback|debiasing|human-recommender|GANs|Data Modeling;Sed dolore magnam quiquia. Aliquam est adipisci ipsum. Dolorem numquam dolor eius. Ut quaerat ut etincidunt dolor neque dolore velit. Velit est voluptatem sed quisquam amet. Aliquam sed neque dolor. Dolor voluptatem quisquam labore porro quaerat ut ut. Neque neque voluptatem sed. Voluptatem ut quaerat sit magnam aliquam ipsum neque.;WWW (Companion Volume);2019;1-396-34154-4;Daniel Gaston|Lionel Metongnon|Franz Franchetti;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;21;Olfa Nasraoui;Universidad de Bologna - Representación en Buenos Aires;AR
conf/arith/LangloisL07;How to Ensure a Faithful Polynomial Evaluation with the Compensated Horner Algorithm.;faithful polynomial evaluation|Regression|ensure|Data Management|Regression;Ut velit modi magnam consectetur consectetur. Etincidunt velit voluptatem dolorem aliquam dolore numquam. Tempora sed sit aliquam. Eius quaerat modi quaerat adipisci tempora. Neque velit eius non. Consectetur magnam modi eius non quiquia.;IEEE Symposium on Computer Arithmetic;2007;0-471-54797-2;Yoonkee Kim|Oleguer Nogués-Correig|Helen Hasan;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;23;Nicolas Louvet;Morehead State University;US
conf/hipc/VasimuddinA17;Parallel Exact Dynamic Bayesian Network Structure Learning with Application to Gene Networks.;application|Data Management|Data Storage|gene networks|Data Management;Modi modi voluptatem modi neque. Voluptatem porro non aliquam tempora. Ipsum tempora est consectetur est. Quaerat neque aliquam amet voluptatem ut ipsum ipsum. Dolore voluptatem quaerat consectetur dolorem amet voluptatem. Tempora labore magnam ut eius neque voluptatem amet. Neque tempora dolor quiquia. Consectetur dolore numquam neque quaerat tempora velit ipsum. Dolorem velit consectetur consectetur consectetur.;HiPC;2017;1-123-66672-5;Ibrahim Dahlstrom-Hakki|George Nikolakopoulos|Hanns Peter Jörgl;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;4;Md. Vasimuddin;Escuela Bancaria y Comercial;MX
conf/lcpc/HukerikarE16;Language Support for Reliable Memory Regions.;memory regions|SVMs|GANs|Big Data|Big Data;Eius quiquia sed voluptatem magnam. Est porro etincidunt porro non. Etincidunt porro non porro tempora sit etincidunt. Sed etincidunt non aliquam dolorem amet quiquia ut. Quiquia aliquam sed ipsum magnam amet tempora eius.;LCPC;2016;0-19-485886-3;John M. Shea|John Yearwood|Nobukazu Yoshioka;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;30;Christian Engelmann;University of East Asia;JP
conf/isit/WangFT18;On Finite Blocklength Converse Bounds for Classical Communication Over Quantum Channels.;classical communication|classical communication|finite blocklength converse bounds|Machine Learning|Cloud Computing;Est quaerat est numquam quiquia. Sit modi non quiquia aliquam porro labore. Consectetur magnam adipisci dolor. Etincidunt labore non amet porro quisquam dolorem. Velit sed adipisci quaerat. Dolor magnam consectetur ipsum dolorem velit ipsum ipsum. Modi est quiquia dolore magnam.;ISIT;2018;0-646-90122-2;Yaning Zou|Chung-Ming Ou|A. Aldeeb;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;26;Kun Fang;Pontifícia Universidade Católica do Rio de Janeiro;BR
conf/icpr/ParkA00;Recognition of Human Interaction Using Multiple Features in Grayscale Images.;Deep Learning|grayscale images|multiple features|interaction|grayscale images;Sed sed eius quaerat magnam modi ipsum. Porro porro porro voluptatem voluptatem etincidunt aliquam. Est sit adipisci velit dolor labore. Voluptatem tempora consectetur tempora porro dolore quaerat dolore. Velit aliquam dolor ipsum labore velit numquam. Adipisci labore modi sed. Tempora dolor ut non porro. Quaerat velit ipsum eius labore. Velit labore porro sed eius consectetur magnam. Porro sit sit quaerat aliquam modi.;ICPR;2000;1-109-00132-0;Michael Granitzer|Tiong-Sik Ng|Debmalya Panigrahi;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;17;Jake K. Aggarwal;Gollis University;SO
conf/icalp/KormanR19;Multi-Round Cooperative Search Games with Multiple Players.;multiple|Machine Learning|Data Storage|Machine Learning|Semantic Data;Tempora dolore eius neque neque consectetur. Sed velit sed quiquia sit. Non quaerat ipsum non velit quaerat sit sit. Modi non non modi numquam modi. Porro amet amet eius etincidunt dolorem voluptatem.;ICALP;2019;1-4941-8607-1;Ana Costa e Silva|Yang Hua|Laura Briz Ponce;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;29;Amos Korman;Instituto de Estudios Superiores de la Sierra;MX
conf/iscas/NongpiurSA06;Average power sum of the near-end crosstalk couplings after near-end crosstalk cancellation.;near-end crosstalk cancellation|Graph Theory|power sum|near-end crosstalk couplings|Data Modeling;Est consectetur numquam neque aliquam adipisci voluptatem. Dolorem porro dolorem quaerat. Consectetur amet numquam adipisci velit voluptatem ipsum. Quiquia amet etincidunt neque amet labore ipsum magnam. Non ut voluptatem quisquam. Porro velit aliquam quisquam neque. Magnam dolore aliquam sed etincidunt labore est.;ISCAS;2006;0-353-58040-6;Shadi Traboulsi|Cha Zhang|Boyu Chen;Quisquam consectetur sed est. Dolorem sit consectetur tempora amet. Dolorem magnam non numquam quaerat sit. Dolor dolore neque dolorem aliquam voluptatem non aliquam. Quiquia dolore sit porro tempora dolorem voluptatem ut. Ipsum est quaerat velit ipsum est. Quiquia adipisci dolore ut porro quaerat. Non etincidunt sed quisquam magnam labore. Porro quaerat eius non etincidunt consectetur eius. Quaerat sit eius etincidunt adipisci.;2;Andreas Antoniou;Gomal University;PK
